StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q5,Q6,Q26,Q14,Q9,Q9_3_TEXT,Q15,Q16,Q8,Q17,Q11,Q12,Q13,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q28_16,Q18.1_1,Q18.1_2,Q18.1_3,Q18.1_4,Q18.1_5,Q18.1_6,Q18.1_7,Q18.1_8,Q18.2_1,Q18.2_2,Q18.2_3,Q18.2_4,Q18.2_5,Q18.2_6,Q18.2_7,Q18.2_8,Q22,Q23,Q31,Q32,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q48,Q47
22/06/2020 17:01,22/06/2020 17:09,IP Address,100,503,TRUE,22/06/2020 17:09,R_UmRTKSJ1rRcxMGJ,anonymous,EN,Yes,Yes,UNI69,,Full-time,No,,4,1st Year,,,Psychology ,No,Female ,Strongly agree,Disagree,Agree,Agree,Have no opinion,Have no opinion,Strongly agree,Have no opinion,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have done/used this,,,,,,Agree,Disagree,Disagree,Strongly agree,Strongly Agree,Disagree,Disagree,Have no opinion,Not sure,,,Not sure,Not sure,Yes,
23/06/2020 00:04,23/06/2020 00:12,IP Address,100,514,TRUE,23/06/2020 00:12,R_24IZuxPTK9SeR8H,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,3rd Year,,,Bsc Pcyhology with a placement year,Yes,female,Agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Agree,Agree,Have no opinion,Disagree,Disagree,Disagree,Agree,Agree,,I have heard of this,,,,,I have heard of this,I have heard of this,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Agree,Disagree,Strongly agree,Have no opinion,Agree,Agree,Have no opinion,Agree,Yes,Not sure,That classical studies are being replicated but do not yield the same results.,Yes,Not sure,Yes,
23/06/2020 01:34,23/06/2020 01:41,IP Address,100,431,TRUE,23/06/2020 01:41,R_3iX73KI1Xp7jtI6,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,4th Year,,,Psychology with Neuroscience ,Yes,Female ,Strongly agree,Strongly disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Have no opinion,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Have no opinion,Strongly disagree,Strongly disagree,Disagree,,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Disagree,No,,,No,No,Yes,
23/06/2020 03:07,23/06/2020 03:15,IP Address,100,480,TRUE,23/06/2020 03:15,R_byeLesZSJNa657r,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,3rd Year,,,Psychology BSc,Yes,Female,Strongly agree,Disagree,Have no opinion,Have no opinion,Have no opinion,Strongly disagree,Agree,Have no opinion,Agree,Disagree,Disagree,Disagree,Have no opinion,Disagree,Disagree,Agree,,,I have heard of this,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Agree,Disagree,Agree,Agree,Agree,Have no opinion,Agree,Agree,Not sure,,,Yes,No,No,
23/06/2020 04:48,23/06/2020 04:51,IP Address,100,235,TRUE,23/06/2020 04:52,R_2sSeKYUj8WhEYbC,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,2nd Year,,,psychology BSc with a professional placement year,No,female,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Have no opinion,Disagree,Have no opinion,,,,,,I have heard of this,,I have heard of this,,,,,,I have done/used this,,I have done/used this,Agree,Disagree,Agree,Have no opinion,Agree,Have no opinion,Agree,Have no opinion,Yes,Yes,,Not sure,Not sure,Yes,
23/06/2020 04:55,23/06/2020 05:07,IP Address,100,772,TRUE,23/06/2020 05:07,R_2c8gZfHf8eE7zYn,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,Psychology with criminology ,Yes,Female,Strongly agree,Disagree,Agree,Agree,Have no opinion,Disagree,Agree,Have no opinion,Agree,Disagree,Have no opinion,Disagree,Have no opinion,Agree,Disagree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Agree,Have no opinion,Agree,Have no opinion,Agree,Agree,Disagree,Agree,Yes,Yes,Where other researchers do not find the same results from the original study when using the same methods suggesting there may be issues with accuracy ,Not sure,No,Yes,
23/06/2020 05:38,23/06/2020 05:43,IP Address,100,264,TRUE,23/06/2020 05:43,R_ZfnGcOrPIH1jiiR,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,4th Year,,,Psychology (with foundation year),Yes,Female,Strongly agree,Disagree,Have no opinion,Have no opinion,Strongly agree,Have no opinion,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Have no opinion,Have no opinion,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Have no opinion,Have no opinion,Have no opinion,Disagree,Agree,Strongly disagree,Strongly disagree,Not sure,,,Not sure,Not sure,Yes,
23/06/2020 05:49,23/06/2020 05:58,IP Address,100,544,TRUE,23/06/2020 05:58,R_e4dl68EMuxBUJs5,anonymous,EN,Yes,Yes,UNI52,,Full-time,Other (Please specify),Optional ,3,1st Year,,,BSc Psychology ,Yes,Female ,Strongly agree,Strongly disagree,Agree,Disagree,Have no opinion,Have no opinion,Agree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Have no opinion,Disagree,Disagree,Agree,,,I have heard of this,,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Have no opinion,Strongly disagree,Agree,Yes,Yes,Psychology studies are near impossible to replicate ,Not sure,Yes,Yes,
23/06/2020 06:24,23/06/2020 06:34,IP Address,100,590,TRUE,23/06/2020 06:34,R_12F4xR2iMKph0AX,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,BSc Psychology with Criminology,Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Have no opinion,Strongly agree,Strongly disagree,Strongly agree,Have no opinion,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Have no opinion,Strongly disagree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,I have heard of this,I have heard of this,,,,,,,,,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Strongly disagree,Disagree,Have no opinion,Yes,Yes,When a researcher copies someone´s research and gets different results that do not match with the original ones. ,Not sure,Yes,Yes,
22/06/2020 09:32,23/06/2020 06:55,IP Address,100,76959,TRUE,23/06/2020 06:55,R_3PX3uWhZPFpMdjs,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,psychology bsc,Yes,female,Strongly agree,Strongly disagree,Have no opinion,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,I have heard of this,,I have heard of this,,I have heard of this,,,I have done/used this,,,,,,Strongly Agree,Have no opinion,Agree,Disagree,Agree,Agree,Disagree,Have no opinion,Yes,Yes,widely cited studies not being replicated by other researchers,Not sure,No,Yes,
23/06/2020 07:29,23/06/2020 07:36,IP Address,100,428,TRUE,23/06/2020 07:36,R_TpBxoiY9peAlo65,anonymous,EN,Yes,Yes,UNI68,,Full-time,Other (Please specify),Study abroad year,4,4th Year,,,Psychology Bsc,Yes,male,Strongly agree,Disagree,Agree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Have no opinion,Agree,Strongly disagree,Agree,I have heard of this,,,,,,,,,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Strongly disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Yes,Yes,"The results of studies are not reproduced in replications, hence tarnishing the credibility of the original findings",Not sure,Not sure,Yes,
23/06/2020 07:29,23/06/2020 07:42,IP Address,100,752,TRUE,23/06/2020 07:42,R_3pth2VwrM1ObqbX,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,1st Year,,,Psychology,No,Female ,Agree,Disagree,Strongly agree,Disagree,Have no opinion,Have no opinion,Agree,Have no opinion,Agree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,,,I have done/used this,,,Agree,Disagree,Agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Have no opinion,Yes,Yes,Where findings from many studies have not been reproduced when replicated,Yes,No,Yes,
23/06/2020 07:41,23/06/2020 07:52,IP Address,100,662,TRUE,23/06/2020 07:52,R_1jNSzPZ6j2ifIHi,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,3rd Year,,,Bsc Psychology ,Yes,Female ,Strongly agree,Strongly disagree,Agree,Agree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Have no opinion,Disagree,Disagree,Disagree,I have heard of this,,,I have heard of this,,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,,,I have done/used this,I have done/used this,I have done/used this,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly disagree,Agree,Not sure,,,Yes,No,Yes,
23/06/2020 08:22,23/06/2020 08:30,IP Address,100,512,TRUE,23/06/2020 08:30,R_2WBY8J2U2fSnxyP,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,psychology,No,male,Strongly agree,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Have no opinion,Strongly agree,Disagree,Agree,Agree,Disagree,Strongly agree,Agree,Agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have heard of this,I have done/used this,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Have no opinion,Have no opinion,Have no opinion,Agree,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Yes,Yes,that it is impossible to reproduce experiments,No,No,Yes,
23/06/2020 08:38,23/06/2020 08:45,IP Address,100,437,TRUE,23/06/2020 08:45,R_33xVlXM0NwQixWL,anonymous,EN,Yes,Yes,UNI68,,Full-time,Other (Please specify),Study abroad,4,3rd Year,,,Psychology with business and management (with a year abroad in year 3),Yes,Female,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Have no opinion,Strongly agree,Strongly disagree,Strongly agree,Have no opinion,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,I have done/used this,Agree,Disagree,Strongly agree,Disagree,Strongly Agree,Have no opinion,Strongly disagree,Strongly agree,Yes,Not sure,Can’t remember ,No,Not sure,Yes,
23/06/2020 12:56,23/06/2020 13:04,IP Address,100,530,TRUE,23/06/2020 13:04,R_WfxCto5jfGemdt7,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,4,1st Year,,,Psychology ,No,Female ,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Agree,Have no opinion,Agree,I have heard of this,,,I have heard of this,I have heard of this,,I have heard of this,,,I have done/used this,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Disagree,Strongly agree,Strongly disagree,Agree,Have no opinion,Disagree,Strongly agree,Yes,Yes,Famous well known studies being replicated and not producing the same results,Yes,Not sure,Yes,
23/06/2020 06:44,23/06/2020 13:50,IP Address,100,25573,TRUE,23/06/2020 13:50,R_2YnXzv8mIQKcztc,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,BSc Psychology with Neuroscience,No,female,Strongly agree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,Have no opinion,Agree,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,,,,,I have done/used this,,,I have done/used this,,I have done/used this,Strongly Agree,Strongly disagree,Strongly agree,Have no opinion,Disagree,Strongly agree,Strongly disagree,Agree,Yes,Yes,The lack of replication studies leading to false results being widely cited,Yes,Yes,Yes,
23/06/2020 13:49,23/06/2020 13:54,IP Address,100,339,TRUE,23/06/2020 13:54,R_1DJ82d4DENGp1Id,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,2nd Year,,,Bsc Psychology ,Yes,Male,Strongly agree,Disagree,Agree,Disagree,Strongly agree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Have no opinion,Disagree,,,,,I have heard of this,,I have heard of this,,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,I have done/used this,Strongly Agree,Have no opinion,Strongly agree,Disagree,Agree,Agree,Disagree,Agree,Yes,Yes,Confirmation bias,Not sure,No,Yes,
23/06/2020 23:52,24/06/2020 00:00,IP Address,100,526,TRUE,24/06/2020 00:00,R_3e9W4oQb2Qzi97s,anonymous,EN,Yes,Yes,UNI68,,Full-time,Yes,,3,3rd Year,,,Psychology,Yes,Female,Agree,Strongly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Agree,Strongly disagree,Agree,Disagree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,I have heard of this,,,,,,,,,Strongly Agree,Strongly disagree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Yes,Yes,Research doesn't find out new things anymore. There's just a focus on replicated the past ,Yes,Yes,Yes,
24/06/2020 03:38,24/06/2020 03:55,IP Address,100,1028,TRUE,24/06/2020 03:55,R_W9uvTkOxAOzhfON,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,4,1st Year,,,Psychology with clinical approaches ,Yes,Female,Strongly agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Strongly agree,I have heard of this,,,I have heard of this,I have heard of this,,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,,,I have done/used this,,,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Yes,Yes,"Where a lot of the famously quoted findings in psychology, after being replicated, do not find the same results.",No,No,Yes,
24/06/2020 07:28,24/06/2020 07:40,IP Address,100,677,TRUE,24/06/2020 07:40,R_1rIZqreg7JUYFPq,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,1st Year,,,Psychology,No,female,Strongly agree,Strongly disagree,Strongly agree,Disagree,Have no opinion,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Have no opinion,I have heard of this,,,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,I have done/used this,I have done/used this,,,,,,Strongly Agree,Disagree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Agree,Yes,Yes,"The replication crisis refers to a substantial problem in psychological research. It is when famous studies won't give us the same result when replicated. This makes the original study lose all, or most, of its validity and credibility. Studies can't be reliable If they aren't replicable",No,Not sure,Yes,
24/06/2020 08:54,24/06/2020 09:00,IP Address,100,383,TRUE,24/06/2020 09:00,R_1CIKOQmJorUQsuk,anonymous,EN,Yes,Yes,UNI01,,Full-time,No,,3,2nd Year,,,Psychology with Criminology BSc (Hons),Yes,Female ,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,I have heard of this,,I have heard of this,,,,,I have heard of this,,,I have done/used this,,,,,,Agree,Disagree,Agree,Have no opinion,Agree,Agree,Disagree,Have no opinion,Not sure,,,Not sure,Not sure,Yes,
25/06/2020 03:38,25/06/2020 03:55,IP Address,100,1021,TRUE,25/06/2020 03:55,R_2Pb681XDgwGnuLq,anonymous,EN,Yes,Yes,UKRN08,,Part-time,Yes,,,,4,1st Year,BSC HONS Psychology ,No,Male,Strongly agree,Strongly disagree,Strongly agree,Agree,Agree,Have no opinion,Strongly agree,Strongly disagree,Agree,Have no opinion,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,I have done/used this,Agree,Have no opinion,Disagree,Have no opinion,Agree,Have no opinion,Agree,Disagree,Yes,Yes,,Yes,Yes,Yes,"Yes. I learnt about this in year 1 and if that’s the same with others, then I would say so"
22/06/2020 16:56,25/06/2020 04:27,IP Address,100,214270,TRUE,25/06/2020 04:27,R_2fs4fSEnaBGNXfB,anonymous,EN,Yes,Yes,UNI68,,Full-time,No,,3,3rd Year,,,Psychology,Yes,Female,Agree,Disagree,Strongly agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Have no opinion,Strongly disagree,Have no opinion,Strongly disagree,Have no opinion,Disagree,,,,,,,I have heard of this,,,I have done/used this,I have done/used this,,,,,I have done/used this,Agree,Disagree,Strongly agree,Agree,Disagree,Agree,Have no opinion,Agree,Yes,Yes,new research and journal articles all started to be based on replicating original studies over and over until disproved,Not sure,Not sure,Yes,
25/06/2020 05:46,25/06/2020 05:58,IP Address,100,692,TRUE,25/06/2020 05:58,R_3s4XUXuqALswtQS,anonymous,EN,Yes,Yes,UNI52,,Full-time,No,,3,1st Year,,,Music and Psychology BA (hons),No,female,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Have no opinion,Strongly agree,Strongly disagree,Have no opinion,I have heard of this,I have heard of this,,,,,,,,,I have done/used this,I have done/used this,,I have done/used this,,I have done/used this,Strongly Agree,Have no opinion,Strongly agree,Have no opinion,Disagree,Strongly agree,Strongly disagree,Strongly agree,Yes,Yes,"I believe it does exist, and is a problem. However, we must also accept that humans desire certainty, and science infrequently provides it, therefore in some cases it is natural for there to be inconsistencies.",Yes,Yes,Yes,
19/06/2020 03:50,19/06/2020 03:50,IP Address,27,18,FALSE,26/06/2020 03:50,R_23f9CxNALAIxXdg,anonymous,EN,Yes,Yes,UNI69,,Full-time,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2020 04:00,19/06/2020 04:02,IP Address,46,94,FALSE,26/06/2020 04:02,R_AiLSiEi3fsaHxER,anonymous,EN,Yes,Yes,UKRN08,,Full-time,No,,3,2nd Year,,,Psychology with Criminology ,No,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2020 04:04,19/06/2020 04:05,IP Address,46,45,FALSE,26/06/2020 04:05,R_2DV1TFV7Ksmiifi,anonymous,EN,Yes,Yes,UKRN08,,Full-time,No,,3,3rd Year,,,Psychology,Yes,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/06/2020 04:01,19/06/2020 04:08,IP Address,97,412,FALSE,26/06/2020 04:09,R_1JJbJu8LwbfzAEA,anonymous,EN,Yes,Yes,UKRN08,,Full-time,Yes,,4,4th Year,,,Psychology BSc (Hons),Yes,Female,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,I have heard of this,,,,,,,,,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Have no opinion,Yes,Yes,DO NOT USE MY DATA - I am also an open science researcher (not a student) and was interested to see what your study was about.,Yes,Yes,Yes,
